('09/29/2023, 00:13:25', 'ecoinvent_cutoff_3.9', 'MaterialDemand_antimony', 'additions', 22, 'duration:', '0:00:00.237867')
('09/29/2023, 13:21:40', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.074583')
('09/29/2023, 13:21:48', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.760310')
('09/29/2023, 13:22:25', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:37.323090')
('09/29/2023, 13:22:25', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.032373')
('09/29/2023, 13:23:19', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:53.448366')
('09/29/2023, 13:23:19', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030163')
('09/29/2023, 13:23:51', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:32.695866')
('09/29/2023, 13:25:06', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:14.380399')
('09/29/2023, 13:32:55', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:48.845394')
('09/29/2023, 13:33:03', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.250708')
('09/29/2023, 13:33:05', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.420256')
('09/29/2023, 13:34:23', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:17.554006')
('09/29/2023, 13:43:00', 'ecoinvent_cutoff_3.9_remind_SSP2-NPi_2050', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:37.056855')
('09/29/2023, 13:44:27', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.419156')
('09/29/2023, 13:44:27', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.459662')
('09/29/2023, 13:44:27', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.261852')
('09/29/2023, 13:44:35', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_cement', 'additions', 501, 'duration:', '0:00:07.585367')
('09/29/2023, 13:44:37', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:02.296819')
('09/29/2023, 13:44:39', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.665714')
('09/29/2023, 13:44:54', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:15.213095')
('09/29/2023, 13:51:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_electricity', 'additions', 23130, 'duration:', '0:06:33.432113')
('09/29/2023, 13:51:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.456821')
('09/29/2023, 13:51:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.047402')
('09/29/2023, 13:51:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.140754')
('09/29/2023, 13:51:29', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.487010')
('09/29/2023, 13:51:29', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.687567')
('09/29/2023, 13:51:30', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.140236')
('09/29/2023, 13:51:30', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.871030')
('09/29/2023, 13:51:31', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.170645')
('09/29/2023, 13:51:31', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.855690')
('09/29/2023, 13:51:59', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_natural gas', 'additions', 1757, 'duration:', '0:00:28.007976')
('09/29/2023, 13:52:05', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.727737')
('09/29/2023, 13:52:06', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.537408')
('09/29/2023, 13:52:09', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:02.981457')
('09/29/2023, 13:52:12', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.273406')
('09/29/2023, 13:52:15', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.547957')
('09/29/2023, 13:52:15', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.481963')
('09/29/2023, 13:52:15', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.169460')
('09/29/2023, 13:52:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.449778')
('09/29/2023, 13:52:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015796')
('09/29/2023, 13:52:27', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:02.019579')
('09/29/2023, 13:52:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.880616')
('09/29/2023, 13:52:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.030228')
('09/29/2023, 13:52:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.031479')
('09/29/2023, 13:52:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.076990')
('09/29/2023, 13:52:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.593498')
('09/29/2023, 13:55:36', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_water', 'additions', 11835, 'duration:', '0:03:07.298966')
('09/29/2023, 13:55:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.014651')
('09/29/2023, 13:55:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.390626')
('09/29/2023, 13:55:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.245426')
('09/29/2023, 13:55:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.061451')
('09/29/2023, 13:55:48', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.324752')
('09/29/2023, 13:56:24', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:36.055655')
('09/29/2023, 13:56:24', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.036857')
('09/29/2023, 13:57:14', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:49.909218')
('09/29/2023, 13:57:14', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030170')
('09/29/2023, 13:57:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:26.854395')
('09/29/2023, 13:58:51', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:10.528046')
('09/29/2023, 14:06:44', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:53.095317')
('09/29/2023, 14:06:52', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.397763')
('09/29/2023, 14:06:55', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.455681')
('09/29/2023, 14:08:12', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:16.659346')
('09/29/2023, 14:31:59', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.381972')
('09/29/2023, 14:31:59', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.446904')
('09/29/2023, 14:31:59', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.237262')
('09/29/2023, 14:32:07', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_cement', 'additions', 501, 'duration:', '0:00:07.705806')
('09/29/2023, 14:32:09', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:02.273781')
('09/29/2023, 14:32:11', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:01.648389')
('09/29/2023, 14:32:26', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:14.919126')
('09/29/2023, 14:38:24', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_electricity', 'additions', 23130, 'duration:', '0:05:58.294697')
('09/29/2023, 14:38:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.432045')
('09/29/2023, 14:38:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.045113')
('09/29/2023, 14:38:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.135601')
('09/29/2023, 14:38:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.466469')
('09/29/2023, 14:38:26', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.650997')
('09/29/2023, 14:38:26', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.121091')
('09/29/2023, 14:38:27', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.752630')
('09/29/2023, 14:38:27', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.160686')
('09/29/2023, 14:38:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.815452')
('09/29/2023, 14:38:55', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_natural gas', 'additions', 1757, 'duration:', '0:00:27.269269')
('09/29/2023, 14:39:00', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.534159')
('09/29/2023, 14:39:01', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.523972')
('09/29/2023, 14:39:04', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:02.917554')
('09/29/2023, 14:39:07', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.156488')
('09/29/2023, 14:39:10', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.453977')
('09/29/2023, 14:39:10', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.472891')
('09/29/2023, 14:39:10', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.168066')
('09/29/2023, 14:39:20', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.472660')
('09/29/2023, 14:39:20', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015944')
('09/29/2023, 14:39:22', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:01.952584')
('09/29/2023, 14:39:22', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.761558')
('09/29/2023, 14:39:22', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.030485')
('09/29/2023, 14:39:22', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.031194')
('09/29/2023, 14:39:23', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.076144')
('09/29/2023, 14:39:23', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.559045')
('09/29/2023, 14:42:34', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_water', 'additions', 11835, 'duration:', '0:03:10.690378')
('09/29/2023, 14:42:38', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:03.863628')
('09/29/2023, 14:42:38', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.393221')
('09/29/2023, 14:42:38', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.250665')
('09/29/2023, 14:42:38', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.062424')
('09/29/2023, 14:42:46', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.215029')
('09/29/2023, 14:43:20', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:34.797998')
('09/29/2023, 14:43:20', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031241')
('09/29/2023, 14:44:08', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:47.339819')
('09/29/2023, 14:44:08', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031045')
('09/29/2023, 14:44:35', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:26.979113')
('09/29/2023, 14:45:43', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:08.246944')
('09/29/2023, 14:53:17', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:34.203043')
('09/29/2023, 14:53:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.123711')
('09/29/2023, 14:53:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.293394')
('09/29/2023, 14:54:42', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:14.208743')
('09/29/2023, 15:03:02', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2030', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:20.430883')
('09/29/2023, 15:04:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.478080')
('09/29/2023, 15:04:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.589906')
('09/29/2023, 15:04:26', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.309711')
('09/29/2023, 15:04:36', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_cement', 'additions', 501, 'duration:', '0:00:10.576805')
('09/29/2023, 15:04:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:03.259108')
('09/29/2023, 15:04:42', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:02.302826')
('09/29/2023, 15:05:01', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:19.257835')
('09/29/2023, 15:11:18', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_electricity', 'additions', 23130, 'duration:', '0:06:16.568298')
('09/29/2023, 15:11:18', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.475364')
('09/29/2023, 15:11:18', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.052577')
('09/29/2023, 15:11:18', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.139891')
('09/29/2023, 15:11:19', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.514650')
('09/29/2023, 15:11:20', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.778422')
('09/29/2023, 15:11:20', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.118038')
('09/29/2023, 15:11:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.847435')
('09/29/2023, 15:11:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.184919')
('09/29/2023, 15:11:22', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.852808')
('09/29/2023, 15:11:52', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_natural gas', 'additions', 1757, 'duration:', '0:00:30.026017')
('09/29/2023, 15:11:57', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.777292')
('09/29/2023, 15:11:58', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.547532')
('09/29/2023, 15:12:01', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:03.156961')
('09/29/2023, 15:12:05', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.668714')
('09/29/2023, 15:12:07', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.623481')
('09/29/2023, 15:12:08', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.473561')
('09/29/2023, 15:12:08', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.177705')
('09/29/2023, 15:12:18', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.997255')
('09/29/2023, 15:12:18', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015841')
('09/29/2023, 15:12:20', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:02.099749')
('09/29/2023, 15:12:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.809641')
('09/29/2023, 15:12:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.030909')
('09/29/2023, 15:12:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.030632')
('09/29/2023, 15:12:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.088588')
('09/29/2023, 15:12:22', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.621935')
('09/29/2023, 15:15:35', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_water', 'additions', 11838, 'duration:', '0:03:12.998494')
('09/29/2023, 15:15:39', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.070075')
('09/29/2023, 15:15:39', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.412391')
('09/29/2023, 15:15:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.254268')
('09/29/2023, 15:15:40', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.063387')
('09/29/2023, 15:15:47', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.453684')
('09/29/2023, 15:16:23', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:36.384992')
('09/29/2023, 15:16:23', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030185')
('09/29/2023, 15:17:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:49.645218')
